SA2 name,Year,Population,Area_km2,Density
Sunshine,2018,10318.0,7.3,1413.4246575342465
Sunshine,2019,10306.0,7.3,1411.7808219178082
Sunshine,2020,10100.0,7.3,1383.5616438356165
Sunshine,2021,9568.0,7.3,1310.6849315068494
Sunshine,2022,9601.0,7.3,1315.2054794520548
Sunshine,2023,9910.0,7.3,1357.5342465753424
Sunshine,2024,10059.0,7.3,1377.9452054794522
Sunshine,2025,10151.0,7.3,1390.5479452054794
